step,layer,S,J,C,T,switched,r_h,J_over_T,execution_repeat_energy,fp32_error_rms,multi_exchange,J_execution,J_unchanged_execution,relative_execution_reference_J_difference,same_state_repeat_over_update_T,multi_exchange_given_switch,incoming_rank9_share,top100_event_share,event_document_groups
64,11,1.9855803030247748e-06,3.3374409617764804e-06,2.5715197277502015e-08,5.3744516593562596e-06,0.0680719856648037,0.00461688803733826,0.6209825993999604,4.73985170412627e-06,1.4905239418779294e-09,0.00040169069143534855,3.338851883373411e-06,4.0171120857242235e-10,0.0004227555222968693,0.8704691009402709,0.005900969209467924,0.8937658720406324,0.011775933808640525,867
64,12,2.495248893468211e-06,3.715840255230352e-06,3.120343726402382e-08,6.27349602322661e-06,0.07192283050560291,0.004742211818605058,0.5923077406079562,5.615267708596218e-06,1.5568094481745854e-09,0.0004948200975502478,3.7175339382501717e-06,4.515994017720202e-10,0.0004558008158277449,0.8844021495914044,0.0068798751950078,0.8911457122937485,0.011678175509226278,867
64,13,2.8823987506666184e-06,4.52219593248867e-06,3.919488317146411e-08,7.482984449498218e-06,0.07712910091973704,0.00512026611467403,0.6043305265443806,6.731909845328507e-06,1.6186213527247041e-09,0.0005060405079255368,4.52383626346254e-06,4.5351984729019954e-10,0.0003627288596863565,0.8902107417556343,0.006560954320628454,0.886929880339904,0.010569042819928298,867
64,14,3.453890873720362e-06,4.419719805608485e-06,4.1212312488564374e-08,7.956035304305975e-06,0.06870032864581989,0.00478162802878748,0.5555178724780718,7.1804750240350995e-06,1.606708348028842e-09,0.0004791115230248431,4.42180469790615e-06,6.067796211653053e-10,0.00047172499374736887,0.8919944638695873,0.00697393349447965,0.8930673801994649,0.011534022884123354,867
64,15,3.4433970404458296e-06,4.980260010487689e-06,4.580170094637642e-08,8.515260452826274e-06,0.07695742864099511,0.005079202572927292,0.5848629103100078,7.717486062757032e-06,2.1093373097811345e-09,0.0005363356159388174,4.98256439725581e-06,5.43985639989155e-10,0.00046270410847371046,0.8960576216851348,0.006969250732646129,0.8862626467310281,0.010507029022291777,867
64,16,4.174207955029835e-06,6.0574321838188625e-06,6.003773188323432e-08,1.035171560261517e-05,0.08290088001678574,0.005367033503036138,0.5851621524734087,9.412315583700386e-06,1.8264553540178767e-09,0.0007517674951443674,6.059877613797248e-06,5.104989592178804e-10,0.00040370736380968,0.9002223026853416,0.009068269178712576,0.879150636084561,0.009556465036106365,867
64,17,4.670773298974254e-06,5.622052072430839e-06,5.1966643090374836e-08,1.0396758657585841e-05,0.07976701939896749,0.005012463386098923,0.5407504644083271,9.466358916833141e-06,3.379670542511524e-09,0.0006709805404422861,5.624903595805657e-06,5.526651654319094e-10,0.0005072033019404287,0.9003991071106192,0.008411753949163749,0.8819838536510548,0.010796026331850297,867
64,18,4.701294110893149e-06,5.769007725730365e-06,5.9241851116511014e-08,1.0588785538856537e-05,0.08532224457577312,0.005062249340995922,0.5448224165614134,9.672984800937275e-06,2.0208799602912097e-09,0.0009144634455860588,5.771801399927014e-06,5.077832246347855e-10,0.0004842555824962069,0.9042609385910899,0.010717761237211014,0.8725982163750292,0.009903483098496112,867
64,19,7.382041229162234e-06,8.823838069920358e-06,8.803091759722086e-08,1.638194113427703e-05,0.09186374382456663,0.005508138640680321,0.5386320215409426,1.4910309927410289e-05,2.5561480959617476e-09,0.0009930063182130822,8.828448078592983e-06,6.058062364914723e-10,0.0005224493736279978,0.9013934828821887,0.010809556380691811,0.8677315753887762,0.010571502146419418,866
64,20,8.320512057386811e-06,8.550855859940405e-06,8.043590842261546e-08,1.7032239734172447e-05,0.08884208731050129,0.005503624040931852,0.5020394260177355,1.5616954243230248e-05,2.5742739949202016e-09,0.0012050720743060456,8.555683880311735e-06,6.546222722906104e-10,0.0005646242259735867,0.9080292408169537,0.013564202629485092,0.8615464994775339,0.014213999506623958,867
64,21,9.18551303386677e-06,9.985491500129104e-06,9.853257874700567e-08,1.9368069691489892e-05,0.09665822517792766,0.006234370131519452,0.5155646204906323,1.7945055623629612e-05,2.6131987785324132e-09,0.0015562709190525934,9.989787088159441e-06,7.08509212802809e-10,0.00043018293393792817,0.9193324345277688,0.016100760345928375,0.84976006747746,0.013234031177795869,867
64,22,3.965263528335102e-05,1.2505735600152952e-05,6.974152295815356e-08,5.229785392942028e-05,0.09666720150622789,0.007110666759005389,0.23912521567386574,5.207755472159087e-05,1.5917419444144264e-08,0.0016157390940416255,1.250489503013846e-05,8.878576491436235e-10,-6.72147598004269e-05,0.9932623351005482,0.016714449874061264,0.8488402546088065,0.13361923323694505,867
64,23,1.625972580448168e-05,1.4988915144678068e-05,-1.303746878876723e-08,3.122256601158222e-05,0.1055874277545827,0.007773693940971429,0.4800667292725982,2.90990863950823e-05,3.5575509363924396e-09,0.002125145725079749,1.49929002958485e-05,7.767887786640369e-10,0.0002658732224425364,0.927866128190845,0.02012688224604954,0.8331259333001493,0.060455316856541826,867
64,24,1.4713329105611618e-05,1.552447456090335e-05,-3.089333391445084e-08,3.0176016998686062e-05,0.10965370447458746,0.007608589355060505,0.5144640050268835,2.8133225785020268e-05,2.361853191218643e-09,0.0024303408872876115,1.5528514252381012e-05,9.150259935685786e-10,0.00026021437709955464,0.9276707430686185,0.022163782782649622,0.8280057702830423,0.020034587656966685,867
64,25,1.8622426490792832e-05,1.841309589355944e-05,6.525113264830124e-08,3.7166024649648875e-05,0.11457273238311418,0.008208416350068932,0.49542817848110626,3.475011615851902e-05,2.8693178784896996e-09,0.002489809062276644,1.8418762915753208e-05,1.0865088084967933e-09,0.00030777128553127753,0.9308000034901884,0.021731253244018766,0.8296457432903035,0.028623940571855237,867
64,26,2.3479720039872927e-05,1.7272490890703175e-05,1.395415222535638e-07,4.103129397508322e-05,0.10097920521345148,0.00772175350174439,0.4209589612550877,3.868619782531234e-05,4.266016402487821e-09,0.0021935902283690125,1.7278140990051688e-05,1.1273721891821387e-09,0.00032711549157937725,0.9384334893088602,0.02172318769723099,0.8339047948687441,0.022418975087632124,867
64,27,1.8839774977277135e-05,1.7103611681334245e-05,1.4754019949325478e-07,3.62384670575979e-05,0.10332875914603701,0.007718178363204247,0.47197392908893027,3.387052410879551e-05,2.8476229878151877e-09,0.0021689053255433766,1.7110335787946714e-05,1.214012724609212e-09,0.0003931395741290089,0.9289533605412694,0.020990335541318277,0.8375811353119937,0.012281046453948317,867
64,28,2.2197322900603477e-05,1.976382631520017e-05,1.5106061789830646e-07,4.226327045160025e-05,0.1068295271831272,0.007869770398573343,0.4676359899273208,3.945437932883101e-05,2.8074781571003378e-09,0.0023484318915480014,1.9771207361467567e-05,1.1054038113411742e-09,0.000373462413081338,0.9282461454270198,0.021982984980569265,0.8298387591196126,0.013466644340419633,867
64,29,2.183325158149313e-05,1.676357585760961e-05,7.996541902081307e-08,3.875675827714437e-05,0.09813258710124063,0.00693388626640847,0.43253297238472654,3.622864050446021e-05,3.038471970763799e-09,0.002126267766117278,1.677192106268954e-05,1.252860114772696e-09,0.0004978177180583465,0.92830312833649,0.021667295532763926,0.8385192774572912,0.011635560645895522,867
64,30,2.2421319708953994e-05,1.599111663321315e-05,7.429314829723908e-08,3.8561022638761626e-05,0.09984369968347222,0.006742777843223624,0.41469638352222654,3.6118252362684016e-05,2.5304895504876654e-09,0.002086996329803766,1.599915680308381e-05,1.1763993957529758e-09,0.0005027897710381257,0.9306790552398452,0.020902634181425874,0.841105524335338,0.016106866717598037,867
64,31,2.877353309606058e-05,2.05033282119529e-05,-6.845031780602387e-08,4.913996067240143e-05,0.11504959982406397,0.006860736181301442,0.41724348028361824,4.5870403275002327e-05,3.11290031211113e-09,0.002655871135830922,2.051518651179932e-05,1.1543285682242909e-09,0.0005783597532964535,0.9276378622767063,0.023084575173597563,0.8232503527228309,0.017787237819065216,867
64,32,4.5491891816151935e-05,2.1560088432886285e-05,-1.716166289839392e-07,6.670874699107034e-05,0.11555676237302703,0.0071689840763149775,0.32319732277046553,6.159464994359679e-05,6.858208508074423e-09,0.0030811246890543775,2.1573711710971636e-05,1.2673796937658546e-09,0.0006318748704468025,0.918713186368447,0.0266633005787082,0.8135047627985548,0.0745409966987918,867
64,33,4.127787249151531e-05,2.580054327215094e-05,-2.4834423330047987e-07,6.658172729706531e-05,0.1158698118224976,0.00823716078369013,0.38750186153984223,6.110667538438169e-05,3.856169533782628e-09,0.0032617732960965313,2.5812723071107183e-05,1.729993428560616e-09,0.0004720752903444314,0.9132810864478674,0.028150328759429438,0.8105428121006334,0.0540062467859898,867
64,34,0.00017628423489063802,5.936904511471108e-05,-8.441799940766366e-07,0.00023396492001719586,0.11054572709942294,0.012489517415668023,0.2537519090911048,0.00021151925230032906,1.9396731693558586e-08,0.0034772051753020816,5.935985627284468e-05,2.546048949466294e-09,-0.00015477496477578345,0.9031445876504592,0.031454903473335905,0.8089582989144696,0.5655613886803542,867
64,35,4.334223985303426e-05,3.3856868218622616e-05,-4.091210277884073e-07,7.638086601608004e-05,0.11396346409973598,0.009289505170013094,0.44326373847993444,7.184217794379176e-05,3.3453155981455513e-09,0.003908068933713181,3.3869388020184326e-05,1.948545489691066e-09,0.0003697861680787007,0.9361083023574807,0.03429229678638941,0.7989100409202851,0.01948866359931616,867
64,36,5.8329706495225945e-05,3.3667165709215556e-05,-6.6296484134413e-07,9.067094252175323e-05,0.11091487860076994,0.009070399077151877,0.37131152244434135,8.506494286893997e-05,4.071109332304055e-09,0.003687026849319987,3.3686313246006556e-05,2.5753309908761188e-09,0.0005687302862491528,0.933512573484373,0.03324195000556393,0.8050574978999507,0.02993319822718836,867
64,37,6.460923785397468e-05,4.157768959023642e-05,-4.990044765130429e-07,0.00010518891849118504,0.11018891804948874,0.009944617884487623,0.39526682265224244,9.859282042912243e-05,4.7554442170520764e-09,0.0035591141710416916,4.159774660651826e-05,3.3644011309241997e-09,0.00048239852862219657,0.9324982313685733,0.032300109975153764,0.8092251353773033,0.07144646757152334,867
64,38,8.64650026135227e-05,4.4139790191904747e-05,5.372527628701696e-08,0.00013071224335800148,0.08375924141049534,0.009414332063432953,0.33768673123459747,0.00012313378700126707,6.783351410431778e-09,0.002122901643004691,4.417877507578129e-05,6.029859406704019e-09,0.0008832140729950755,0.9341792983397721,0.02534528258918405,0.8363784898271458,0.02035543463813108,867
64,39,8.382124385447858e-05,5.443205416250117e-05,1.91077254020226e-07,0.0001386354525250202,0.09133301841381547,0.010084883118121469,0.39262723330222876,0.0001313600345116919,6.525408527367139e-09,0.0020466028524527254,5.4482582447629025e-05,6.7138020470751675e-09,0.0009282817983868874,0.9381759883569545,0.022408137692109236,0.8459104477611941,0.02117153199033642,867
64,40,0.00011951633821111799,7.779023226882696e-05,1.7071812849811614e-07,0.00019764800673694122,0.09213191163253605,0.0110937064845883,0.3935796447082896,0.0001856641699431471,6.455542484525428e-09,0.0022036885977067726,7.78544213534841e-05,9.081886580990376e-09,0.0008251560997443175,0.9309926379962705,0.023918841568121203,0.842233238904627,0.03394596671602733,867
64,41,0.00014877287421856988,9.04212447885025e-05,-3.235539304157813e-07,0.00023854701114624084,0.07982648757395654,0.010931877921435953,0.3790500008950853,0.0002260549564543307,8.24671890103268e-09,0.0017930215779711927,9.052361104780082e-05,1.60081708230001e-08,0.0011321040706502306,0.935993676932849,0.02246148656246486,0.8488486303612354,0.030470004967175966,867
64,42,0.00027182367946975165,0.000125575969109969,9.844476086827892e-08,0.00039759653810145717,0.0734129010034413,0.012006385557163421,0.31583768236413823,0.0003722578389869547,1.0094922514121871e-08,0.0016516444072425505,0.0001257186011112141,1.996884583832671e-08,0.0011358224209296885,0.9263979482944187,0.022498013083083693,0.8519561768935406,0.09260937205184147,867
64,43,0.00034589746255169645,0.00017195964161478613,-3.814040819036955e-06,0.0005102290225284085,0.07413773951368498,0.013262167105149682,0.3370244224106475,0.00048009317521995244,1.0916922294961426e-08,0.0018076081114590686,0.00017214859024743473,2.960743144528307e-08,0.0010987963854440785,0.9301180963673071,0.024381753791203803,0.848404682909718,0.05049754619505406,867
64,44,0.0003781365615076159,0.00023735364944956755,-1.1267697838898563e-06,0.0006132366713894036,0.07804468640636063,0.014804589238846137,0.3870506454087261,0.0005842141686442506,1.3186267819971014e-08,0.0023820931226738685,0.00023763689639491405,3.567611057560447e-08,0.0011933540773583218,0.9386635637167039,0.03052216918741733,0.8308360864737412,0.043201518480235034,867
64,45,0.00040703264211606224,0.00025147819957606706,1.2595765632698888e-06,0.0006610299948186689,0.08065904202380297,0.014635019488477518,0.3804338706975794,0.0006285354102511219,1.3771720190032317e-08,0.0018805407788984475,0.0002517881831566698,3.723892054949814e-08,0.0012326459356131192,0.9364385659385754,0.02331469270789862,0.8451605068210338,0.01749618069484764,867
64,46,0.0005571417846526647,0.00030513998531866315,-1.879586195185151e-06,0.0008585225975809572,0.08232751704660846,0.015321186203748706,0.35542452368574834,0.000811764866470561,1.609925767440757e-08,0.0019736701850133465,0.00030553511320776533,6.154714109393267e-08,0.0012949069545558078,0.9330796018033567,0.02397339620841454,0.8443677978644677,0.020991850597672945,867
64,47,0.000642471805807999,0.00037252902793965273,2.083036536398961e-06,0.0010191669068204498,0.0819179720679104,0.01647365931088313,0.36552308110341974,0.0009698199736592262,3.8308263544051104e-08,0.0015472945907523622,0.0003730011421527307,6.852324745323685e-08,0.001267321947202582,0.9386089777055606,0.01888834100372562,0.8489423553525259,0.01591703728715842,867
64,48,0.0020632722832581406,0.0009132155876716751,2.1705751224151685e-05,0.003019899373378119,0.054762334877635814,0.02485401448687218,0.30239934340929187,0.0028045331576940394,1.2690409802159854e-07,0.0006934213611928643,0.000918292492804673,1.171457484567824e-06,0.005559371961599835,0.8954294867064297,0.012662377576527478,0.8769650434431199,0.03376405347549737,866
128,1,2.509249659368744e-09,1.291451170754636e-08,1.619090109714905e-11,1.5456143169109402e-08,0.011091375655973242,0.0006902163350299307,0.8355584938781664,7.104714570132935e-11,3.1263126032204903e-10,0.0,1.3023698196206921e-08,7.911911990799654e-11,0.008454558029999726,0.003491054079199648,0.0,0.9783510369246333,0.09970775206847898,840
128,2,2.3428642046518464e-07,1.195419543323984e-07,3.7070362250860984e-10,3.545697820426003e-07,0.028769132202241164,0.0015662946785243478,0.33714648113480766,4.606872002142889e-08,1.0473901259591757e-08,2.019673867552032e-05,1.2005598811536224e-07,2.5025931265150233e-10,0.004300028269025313,0.10542200423459668,0.000702028081123245,0.960246316938187,0.056594251578151074,866
128,3,3.256350287190368e-07,2.5968140804284216e-07,1.2987224443851658e-09,5.879138816506492e-07,0.03213862143794047,0.0017826363417357929,0.4416997389375309,3.850843541155788e-07,6.580989268813537e-08,5.3857969801387514e-05,2.602946709351285e-07,2.785197181495076e-10,0.0023615972237225336,0.39026672931396733,0.0016758021157001711,0.9460806524694155,0.050769406995668044,866
128,4,2.961205058023911e-07,5.577764488793921e-07,3.0166974481361095e-09,8.599303495780554e-07,0.03919064935880965,0.0023926902444142964,0.6486297979284926,5.757334454843578e-07,2.7256913825824836e-08,8.63971598897258e-05,5.585222462719583e-07,3.0068967517561724e-10,0.001337090144384101,0.6195042322783432,0.002204535043518094,0.937325029994858,0.029541397577117153,866
128,5,4.7497382248347187e-07,9.760681408978608e-07,5.791519178676542e-09,1.4626250017386857e-06,0.04509931746243687,0.0029090096823231244,0.6673399810187616,1.0965871206994435e-06,1.2303623472419633e-09,0.00012566859620323753,9.769527854485436e-07,2.893394877115886e-10,0.0009063348280879957,0.7255202315538561,0.0027864855451062345,0.9296630774574505,0.023335893079522697,867
128,6,7.470296912035735e-07,1.3451483774522632e-06,8.941491904216464e-09,2.11006105246427e-06,0.048434023425972784,0.003286223595609835,0.6374926336284485,1.682105043153557e-06,1.4917142392721008e-09,0.0002019673867552032,1.3465136386627782e-06,3.776714036384284e-10,0.0010149521297426745,0.7724219592466943,0.004169948570634296,0.9178047430100581,0.02220611218387215,867
128,7,8.560417719509871e-07,1.9031609063587785e-06,1.2025245752772906e-08,2.7832531698153102e-06,0.05663950953342167,0.0035818575146069833,0.6837900795366982,2.304339294288372e-06,1.495235153331497e-09,0.00027714413626963994,1.9041118348371702e-06,2.7241549713853384e-10,0.000499657425294231,0.8120073965168733,0.004893123873293845,0.912038953614446,0.014407888430357702,867
128,8,1.2117503397663498e-06,2.039926970659952e-06,1.428872809075934e-08,3.280254766607821e-06,0.0572925374172635,0.003645783230268856,0.6218806512914492,2.775912016915433e-06,1.492599113717708e-09,0.0003085612853204493,2.0411916739692744e-06,3.011083502073478e-10,0.0006199747968982372,0.8290084064849719,0.005385715125046512,0.9082409769969421,0.01663277838156098,866
128,9,1.5263110532802551e-06,2.3292639712154366e-06,1.749790093954336e-08,3.8905708263747785e-06,0.06097507610243337,0.003915927748893332,0.5986946582298407,3.356910363192805e-06,1.6236026189176527e-09,0.0003568090499341923,2.330863152971396e-06,4.2309585000761677e-10,0.0006865609805164485,0.8462188163021948,0.005851719632703384,0.9012036291797761,0.014759290459675532,867
128,10,1.689700286835194e-06,2.543122936381335e-06,1.870439587955488e-08,4.27023201497564e-06,0.06100200508733406,0.004045481352580307,0.5955467823440602,3.750753023307e-06,1.7036118066903973e-09,0.00030968332635797824,2.5446534815003505e-06,4.2800503785974894e-10,0.0006018368585802847,0.8634488477782464,0.0050766089723545535,0.9007099985360855,0.013715837169982847,867
128,11,1.8954535295611513e-06,3.23772328756477e-06,2.425252375822753e-08,5.181681864642377e-06,0.0673572455238978,0.004588814874937135,0.6248402298986425,4.607130166642412e-06,1.4810578672691142e-09,0.0003915923220975884,3.2390588506059827e-06,3.931003812054628e-10,0.00041250067488540765,0.8773989752556908,0.005813662940813913,0.8977445850168908,0.012158238517232692,867
128,12,2.366288766403213e-06,3.553247566723888e-06,2.8338736524394142e-08,5.976213806175887e-06,0.07074693149827262,0.004678639807883285,0.5945650008458402,5.382212164288851e-06,1.5331865176972174e-09,0.00046676907161202514,3.5548431103054834e-06,4.425433373635294e-10,0.0004490381127781884,0.8896611248666778,0.006597728858719787,0.8908543885073404,0.012095483221905394,867
128,13,2.7077233718759813e-06,4.325796955517418e-06,3.505409302477956e-08,7.103628513442957e-06,0.07601042600532072,0.005057314720529327,0.6089559648750281,6.420314533147293e-06,1.6328719716616597e-09,0.0005026743848129501,4.327454473362498e-06,4.410337977292872e-10,0.00038317051450276196,0.8942140548326769,0.0066132294111568716,0.8871703147678459,0.011663219650099466,867
128,14,3.2598662898974665e-06,4.238577599479667e-06,3.776143948952575e-08,7.573966768356187e-06,0.06779932969268418,0.004725863691315353,0.5596245308585617,6.828464984677583e-06,1.7725630654583538e-09,0.00043984008671133136,4.240530225373374e-06,5.9712029512001e-10,0.000460679519928231,0.8908448150140336,0.006487381050889533,0.8943431586907561,0.012615928521353277,867
128,15,3.25847569501189e-06,4.803764731790661e-06,4.1866590003193726e-08,8.145973606808936e-06,0.07679697677262848,0.005038932430859933,0.5897103236101037,7.365582355384403e-06,2.298641223845121e-09,0.0005767290932898579,4.80600631595757e-06,5.279219546812119e-10,0.00046663071404706713,0.8938680666455345,0.007509789024604056,0.8869962307915338,0.01097590815122501,867
128,16,3.935693721321248e-06,5.813351584168772e-06,5.486593335027353e-08,9.858777172190568e-06,0.0816845875321044,0.005307911912466283,0.5896625395456703,8.986667105270045e-06,1.9213293906153893e-09,0.0007405470847690783,5.815698492619264e-06,5.006124184826028e-10,0.00040371004858608117,0.9023780735316232,0.009065934065934065,0.8790698940092793,0.0106773204459512,867
128,17,4.439048896014923e-06,5.4472253540985595e-06,4.807122259189352e-08,9.982416695297271e-06,0.0792935180811303,0.004978126980243475,0.5456820247410383,9.090267340424886e-06,2.0675969239141633e-09,0.0006721025814798151,5.4500184948712774e-06,5.426490928159735e-10,0.0005127639469910683,0.9004397014625759,0.008476135221950218,0.8791865357643759,0.010969415268082885,867
128,18,4.491940803127817e-06,5.564296954307088e-06,5.356472264165788e-08,1.016336720271822e-05,0.0841766406764561,0.005007139183995456,0.547485576711122,9.307848652478159e-06,2.0674686773688315e-09,0.0008606054757846714,5.567031282699234e-06,4.978020549275952e-10,0.0004914059070892929,0.9063928568938293,0.010223804001546235,0.8733965274024074,0.010874125244616858,867
128,19,7.160984809021008e-06,8.538793284629368e-06,8.36833071464756e-08,1.586714470794333e-05,0.09052963703094477,0.005457792704126706,0.5381430271039704,1.4501589332000312e-05,2.488997915166627e-09,0.0010300336724515362,8.543374560308558e-06,5.910500885549838e-10,0.0005365249545783435,0.9051039039863925,0.011377861507380736,0.8651368957241514,0.011035184511314694,867
128,20,8.04065665491598e-06,8.364133828232108e-06,7.53947794992644e-08,1.655558004214662e-05,0.08881067016145049,0.005492103031462594,0.5052153900339937,1.5170678720270001e-05,2.4800050343255094e-09,0.0011949737049682856,8.368533924693141e-06,6.414038595446554e-10,0.0005260671997118216,0.907583394364128,0.013455294310874152,0.8624209530448638,0.012976962849787024,867
128,21,8.903972722304813e-06,9.75104300981427e-06,9.862170491858222e-08,1.8852259141956247e-05,0.09583015889223133,0.006212649065260084,0.517234721652698,1.7431734270439823e-05,2.7256501729369405e-09,0.001524853770001784,9.75525863680374e-06,6.928244499583462e-10,0.0004323257507148348,0.9175011437166629,0.015912044680178438,0.8515418400901419,0.011882318500268574,867
128,22,2.7958437408703315e-05,1.2106293673968175e-05,7.454157515238499e-08,4.021381423297626e-05,0.09613310997236413,0.0070563450363300825,0.30104813246092765,4.399381301019498e-05,1.465423512634862e-08,0.0016527664482800795,1.2117308712682107e-05,8.787467030195102e-10,0.000909860524663797,1.0891346288003494,0.01719247872824679,0.8464433614752785,0.1290417348669053,867
128,23,1.4395533894892433e-05,1.4522508973556516e-05,1.9882652214620545e-08,2.8957808172878175e-05,0.10545390487111676,0.007716750093484213,0.5015058075824353,2.7185604794806106e-05,4.1009277721831005e-09,0.002245204116095342,1.4524870143587365e-05,7.583428668839797e-10,0.00016258692180182166,0.9343953570473934,0.021290858018386104,0.8363217770956267,0.04703894855296447,867
128,24,1.4191579614042643e-05,1.5131650235703856e-05,3.149958453904203e-08,2.9386229018824578e-05,0.10929689542465326,0.007577896814271709,0.5149231711905139,2.7439601065747406e-05,2.4924688121578425e-09,0.002413510271724678,1.5135628415073049e-05,8.906145050873664e-10,0.000262904528404162,0.9291488339035283,0.02208214846677412,0.8293800081827344,0.015660204570252825,867
128,25,1.814904353393548e-05,1.7831252490026543e-05,8.669552377077464e-08,3.615368707150358e-05,0.11399712533086186,0.00815027356930427,0.49320702629196517,3.4072027219575574e-05,3.511745861281445e-09,0.0026816780796940867,1.783567135388687e-05,1.0705864866523773e-09,0.0002478156743503934,0.9382588301913012,0.02352408511978582,0.8244847209602602,0.019132737006526415,867
128,26,2.2281367686391244e-05,1.6900087832162266e-05,1.6444991012886657e-07,3.951035533881123e-05,0.10023416996453229,0.007702451196016164,0.42773818881758374,3.682026212178705e-05,4.008179518036306e-09,0.002210420843931946,1.690550741121107e-05,1.1126470700481356e-09,0.0003206834841702477,0.9274422105700689,0.022052567948775352,0.8350152955136789,0.018408644333083472,867
128,27,1.8518781881610212e-05,1.677691732380881e-05,1.1137909452376706e-07,3.551845739446656e-05,0.10264992431833202,0.0077127299831167544,0.472343636365877,3.317868774351824e-05,2.751843339677624e-09,0.0021655392024307898,1.678340437896023e-05,1.1771882264359713e-09,0.0003866655015469789,0.9284278498904995,0.02109635459364923,0.8380519383724273,0.014638542051747448,867
128,28,2.1887179725365127e-05,1.929525413851935e-05,8.612975250965537e-08,4.1354693368903794e-05,0.10536189750603939,0.007839603375092357,0.4665795479704416,3.882375550443653e-05,2.6631886607749396e-09,0.0024314629283251404,1.9302037082747855e-05,1.0733364589258953e-09,0.00035153432962387043,0.9334700127614517,0.023077250750782728,0.8316252132995501,0.017248353178923845,867
